season,price_AUS,price_CHF,price_CZE,price_GER,price_ESP,price_FRA,price_UK,price_ITA,price_POL,price_SVK
spring,-0.010453441886721926,3.0469961344722107,0.736983248535596,0.232536042066983,-5.382975549497889,-2.3989984081305518,-3.4040003180529435,-2.4233391322169298,-0.6357740610395879,-0.6845211510680758
summer,0.668888477195441,4.2898205145191275,0.7777160111752796,0.4231459819666825,-5.624601105368196,-2.8412600053072925,-3.679452710193504,-2.230039632829839,-0.4550523909450895,-0.0777673130191864
autumn,0.9461377533994731,3.584367236029898,0.7695420879133992,0.6161840012351536,-5.480622508922226,-2.597377032216946,-3.6168717881258408,-1.8006838247733026,0.034567730248679,-0.0435032790627411
winter,1.1051496549192308,3.7555659672649933,1.1186969910822206,0.5152113617008548,-5.667859258630316,-2.410644244931895,-3.763594965294442,-1.815632832963537,0.2348627143932231,0.3944048339529866
spring,1.031778915823039,3.721767642221423,1.0368412715103499,0.581943885544475,-5.27195480797859,-2.2372222558593298,-3.618985396209085,-1.637349594683082,0.6018626331160297,0.6242571581025388
summer,0.9772903112824768,3.79414698388256,1.433521104010195,0.7457878228885948,-5.451017854060707,-1.878176791853158,-3.744401921339149,-1.7562453960314643,0.445834224957379,0.8735425903395403
autumn,0.9649899147554686,3.266980883060494,1.3845881863454088,0.9587981034085808,-5.278573876667105,-1.7678958369345632,-3.6278703469748343,-1.5536232356890105,0.8830042968964598,0.8609851231111788
winter,1.1009274023100082,3.4668867132347483,1.2890966854920167,0.7131251396212931,-5.027142233497003,-1.7662034716409034,-3.5674392051787853,-1.500143255250014,0.8288990860581537,1.2547174450949514
spring,1.0108596640476697,2.8148107603151264,1.4516726961795698,0.8190902793381342,-4.965477750634087,-1.752711074202162,-3.545784383961888,-1.5766606401159373,1.375760366034972,1.427309440865876
summer,0.5827857015063815,2.935624262503071,1.360092390281511,0.7923528031783497,-4.750019260006138,-1.7976703130480334,-3.455928805701701,-1.644464987462727,1.4320702809508588,1.4961676724851003
autumn,0.6876630166380057,2.4918989492933927,1.309259863824357,0.5786917212900629,-4.539819245995974,-1.6543895196757763,-3.260080628367771,-1.567487551556935,1.370513617270108,1.4973624004674468
winter,0.5389342916479894,2.3627186269988756,1.2924158058375188,0.6927126270385833,-4.4398169762331,-1.886540873793602,-3.3268490984046104,-1.377310460138328,1.5889460263404296,1.722423612870279
spring,0.4082786106414721,1.335295972022428,1.2533467293464702,0.6886301245220413,-4.543602830766289,-1.8777746232360677,-3.092516341828481,-1.735759966873297,1.704809262146274,1.7402005644737937
summer,0.4867756295705759,1.1317951046244883,1.178724577379014,0.5603031917650766,-4.237861484418774,-1.8908020705676791,-3.1326260761149975,-1.5385400294570166,1.78010600246361,1.9797329443709488
autumn,0.3927614254510096,1.7215630408026759,1.000791043732632,0.5642164459850032,-4.328622267309658,-1.9425823046346185,-3.0393452253890394,-1.6679917968286744,1.6792828350538098,1.834831708283649
winter,0.2191391806167177,1.6902297571323182,1.1058485762232322,0.5613213909239912,-4.387475889681955,-2.059009566064077,-2.621036356998386,-1.7450238819186743,1.7626310582430156,1.6941407585327888
spring,0.1095983653851277,1.5301266726728715,0.9293176324073774,0.3007445653092523,-4.251428691763606,-2.017647293521581,-2.803281263101404,-1.851587475900483,1.8127856490754637,1.6968644890877795
summer,0.0373233861473287,1.5088762028743556,0.8927587548716098,0.4188488515892798,-4.123463315481135,-2.198776367264788,-2.697578454411551,-1.7574711745406717,1.952039267048628,1.8417082620860985
autumn,0.077287223240098,1.5134813996543524,1.0254945816841912,0.36444686853056746,-4.104396953991529,-1.863081168798029,-2.5548122187491256,-1.850256996375297,1.870602956405343,1.649334510547913
winter,-0.015485336976904,1.6421799440070042,0.8550662254785849,0.107658663963076,-3.7595809866413568,-2.0346285989121187,-2.485054168218249,-1.8351168193263578,1.9400281621675664,2.1368760609297417
spring,-0.0511127071361477,1.618505423656197,0.8202124819359101,0.22195907339121224,-3.775810573071461,-2.028533357124129,-2.788183044978283,-1.891426866763884,1.8853721125798786,1.8813386527269025
summer,-0.151213750806446,1.3301385556334535,0.7504452455953603,0.233891293412802,-3.9240397417930226,-2.056722241253813,-2.691976911288518,-1.8998029052138947,1.851404528202392,1.943121843784368
autumn,-0.034794109249370056,2.3039015964254808,0.9249408262380436,-0.0465506938864908,-3.923151365271629,-2.022636297067461,-2.8226055356619537,-1.8502484345716008,1.8988428389992544,1.9428854632998744
winter,-0.018115235208547655,1.5755812740312525,0.8963394110776262,0.1746739648199989,-3.852039051923127,-2.0492288184457,-2.707586459355941,-1.9608115423452408,1.9071857262111747,1.8205738601007568
spring,0.0056357658696712665,1.7857495359382094,0.8887794164137905,0.22304533240780988,-3.929835946170917,-2.158591714170003,-2.7880184976445257,-2.0373937713074337,2.038057257430414,1.8134850384856975
summer,-0.0334459745674506,1.5074535703513736,0.9792804915553436,0.2232263755772428,-3.901090955651007,-1.9942607021466765,-2.9608746102562,-1.8370854896642952,1.8075920172099331,1.8588272406392896
autumn,0.1773604674850324,1.6431905823647273,0.9301596374730527,0.4002960550466541,-3.724717347253839,-1.9591212267228446,-2.6987092800978925,-1.6386921570289168,1.9290031668887837,1.9250951563893397
winter,0.1507716705706284,1.0390225025982782,0.9614580420804596,0.3540023016626829,-3.995993575514649,-1.858650078272227,-2.7276081159102827,-1.8219094175729142,1.8470494532735342,1.9296960277332929
spring,0.19590206201089555,1.4410742475633989,1.0099029220401394,0.35860713513034526,-4.052762281493507,-1.7393382969857272,-2.860847664627152,-1.6355641275186843,1.7533828742521147,1.7192646985829334
summer,0.4175679875274857,1.8495513496450973,1.0713679119989352,0.207092558597104,-4.197432983401207,-1.8911426799721205,-2.9095535598022964,-1.7158919403776445,1.7481404867636745,1.7929401466265786
autumn,0.4144047839047653,1.5680421819268728,1.1406318837301277,0.4364396672644253,-4.3140764627089405,-1.9648234617595768,-2.923275682178532,-1.6782067367205162,1.7459846441586444,1.852163299130842
winter,0.4575224551800061,1.5508801494415918,1.1591080609880635,0.6661476553564977,-4.30501054527735,-1.863488629247413,-2.991516729561372,-1.646208510103411,1.704803031142381,1.6510281554550064
spring,0.6170214184506047,1.8845342599481447,1.3190343461253609,0.6760224613401853,-4.37058543888607,-1.836242849057309,-3.2443750513713674,-1.591688861869196,1.506897948619859,1.6145064484553455
summer,0.8846874261087044,1.9604402274319075,1.3490074003177788,0.580275376927827,-4.542342429885892,-1.840821048839838,-3.2834403034786,-1.6109742677215269,1.5493035988722386,1.7669626816566393
autumn,0.913503673164586,2.0272234796290247,1.3075063684173678,0.6815342778778879,-4.5858354090483635,-1.800324550382788,-3.2589448625786006,-1.3552316529430457,1.6273627797864585,1.534361664218726
winter,0.9012519709795446,2.2598001535619603,1.313060014127799,0.809539591827656,-4.811887930549529,-1.7224211773217075,-3.3432882220955795,-1.499744797699543,1.4550743571075515,1.4689229299192508
spring,0.9690778992863908,2.882409944000713,1.3438504047557462,0.756482787385064,-4.821470238236715,-1.7668074956809008,-3.482468518174693,-1.501144759409412,1.0568619445270997,1.3504203359316944
summer,1.2473904290608304,2.7158360765629723,1.430643894790425,0.9873440252443096,-5.171109646982399,-1.6076671907727709,-3.62859289070704,-1.5209392233209051,1.2179615172316927,0.9619089355448678
autumn,1.174211296285537,3.2533128609203814,1.373939857975802,0.8041809910925185,-5.113297306707154,-1.6044042728047023,-3.5136791987973828,-1.5601802504094238,0.9082277538944022,1.1471872431071448
winter,1.0855442828151705,3.911829793833846,1.387226555887489,0.8042973237332399,-5.447060574068039,-1.7148422254294342,-3.758063660292393,-1.5249533275058311,0.7109386692024047,0.9745402525093273
spring,1.0448759315808753,3.3068081049573395,1.4746386077876728,0.7294644653329516,-5.364697789250094,-1.839296681203252,-3.633933791687805,-1.6335865346460725,0.5405674580445082,0.5128870343325312
summer,1.104569706361635,3.340709554698526,1.3316434504036199,0.7053837071698602,-5.591019558814936,-1.9298553806065204,-3.5779546495159167,-1.8856614573411583,0.2670337886631657,0.405915036220474
autumn,0.8926644519734613,3.770651849468786,1.182697757424081,0.7387720815169398,-5.511898996477564,-1.8876390538108176,-3.660519751595453,-1.806682006893936,0.0430541490544352,0.26097618539490675
winter,0.6884619756756873,3.2932253941376035,0.9917683355767096,0.4612160423815487,-5.566956752876877,-2.173978843500465,-3.6191603472145744,-1.8390216045047463,-0.4201056162616426,0.0421006900779162
spring,0.7207949485976255,3.0858186424478347,0.969530528599183,0.4124110208875133,-5.559432667187866,-2.195605114591205,-3.6047248454911673,-2.047245558894446,-0.3572849344711827,-0.4985768320370491
summer,0.4301930224976981,2.8500161010489107,0.5369697369131919,0.3345802133954823,-5.583025696861166,-2.2907641329370563,-3.479765384704711,-2.344224696136733,-0.5177878885710426,-0.7572201264459972
autumn,0.4021698469767263,2.786743712507981,0.5461109222102835,0.2912145299511933,-5.762590238519862,-2.6471818692921127,-3.440788386768174,-2.3961025396516007,-0.8251943425152812,-0.9998814963335446
winter,0.15059437783195284,2.975416347331116,0.2994652834898236,-0.1103871074603047,-5.552988024072897,-2.6560442431728184,-3.209551547470307,-2.774297053844031,-1.0669981915833655,-1.361349000606226
spring,0.06094977819133037,3.7515240008757473,-0.0085940363802449,-0.3252309662428771,-5.506255967289886,-2.9103245358212173,-3.0710084441328283,-2.974538042525709,-1.2650200728834269,-1.1936707980270722
summer,-0.5617525628806407,4.044774554861039,-0.1490611501507596,-0.13985480879053971,-5.339666821701726,-3.1394640420014137,-3.161338097000933,-2.986708814761607,-1.368388874880794,-1.537632661455144
autumn,-0.7763009638753797,4.790098443693643,-0.5409347712720086,-0.23474181322774407,-5.264452482239734,-3.2349911640662583,-2.9678448664053323,-3.285791836093337,-1.1893220487453575,-1.7985206003038707
winter,-0.8070843449152152,5.7278002042397045,-0.40594697092602144,-0.4858043486188441,-4.82168123151372,-3.354676497936874,-2.799069952524245,-3.498669400594577,-1.5944186634354671,-2.3513265347125443
spring,-1.2743542840053317,5.908913115063295,-0.9921823668228807,-0.8894507135961922,-4.603532610340313,-3.4309638050359945,-2.75413571748737,-3.4440540764405276,-1.6375991221149375,-2.5623480126054794
summer,-1.595434098735638,6.355465496867133,-1.0443747844200582,-0.8212934367331942,-4.537214128538732,-3.4298114368861548,-2.538285819400912,-3.645159894929544,-1.8700335142522195,-2.5834356983870843
autumn,-1.6532926609327994,7.975004259366786,-1.1049042502680355,-1.2151606823954064,-4.101649948887681,-3.7288599210426674,-2.539621009736403,-3.895118010632178,-1.5728433371369954,-2.4880545313944302
winter,-1.5040263464694208,8.717724845539014,-1.3481897598201913,-1.3012110756316912,-3.855706575216617,-3.6899131912337206,-2.2017818332109385,-3.8223925355467423,-1.6687236592349048,-2.730499532949244
spring,-1.7623773621079084,8.312118960192528,-1.648139893452118,-1.4828306148719417,-3.773809229871335,-3.69599905840341,-2.364387317653021,-3.952428209057451,-1.850134576064108,-2.8717069732199407
summer,-1.9316153281196324,8.730717279955773,-1.7545612051629698,-1.558302997866333,-3.8662917000112085,-3.8525769904996894,-2.29033745377509,-4.1758526181682,-1.9784647232131556,-3.144641810963173
autumn,-1.92437647130356,8.906045368814294,-1.8047237094008584,-1.564417564446391,-3.500927426827518,-3.839021546751434,-2.028680943618642,-4.023593666279416,-2.091950376036892,-3.2531906096327505
winter,-2.051141035774923,8.970386592175364,-1.993620804577242,-1.4766905632040892,-3.428442890725368,-3.90084651737421,-2.164876823238884,-4.00654678165384,-2.501473247581482,-3.3397786166074264
spring,-2.3627833565801697,8.088553229480802,-1.9922934832837804,-1.5993408810082712,-3.5544934699354953,-3.88451558319347,-2.069267799030624,-4.272176957992507,-2.407580005009222,-3.1786705033170475
summer,-2.2053992091400647,7.34273953258327,-2.0423937651923696,-1.622642934235537,-3.3732419440381,-4.086851230436504,-2.034805592144989,-4.0264974878089195,-2.6644330840183748,-3.2699143723130146
autumn,-1.93847184935676,8.35077780642767,-2.017686054921001,-1.705892608431652,-3.438086131744415,-4.064150804893539,-2.0506827122261555,-3.7928367028787218,-2.518290120264801,-3.2840345061619463
winter,-2.086234256908818,8.43635183321738,-2.011498526993598,-1.9144626646526013,-3.38424762813944,-4.026841613301986,-2.0493131320560423,-3.9614516590186035,-2.600395943201887,-3.290893657357534
spring,-2.0823569567812994,8.357203576200046,-2.015967957597687,-1.8000878861073655,-3.280173728630338,-4.024553628269362,-1.9571519832677504,-3.8879781998808296,-2.6973879808797108,-3.419170187195742
summer,-1.9547549427534945,7.688995106723947,-2.021886576176164,-2.0578010430430207,-3.545075833914645,-4.033965489272811,-1.9978927120386778,-3.9320454229923674,-2.6819799787170804,-3.253793758550026
autumn,-1.8589958815186447,7.957984514146158,-1.9980088139083616,-1.9003871852731085,-3.5877570562869736,-4.048590443119006,-1.9905101360174153,-3.8120800599230407,-2.6319918134583453,-3.266915144996407
winter,-1.8224004441507904,8.11860245790323,-1.9841351582436133,-1.958112709466283,-3.326476049274046,-4.036372094671662,-1.8975101404984505,-3.811314360079215,-2.584440271573348,-3.2640619181354835
spring,-1.838711268187061,7.699344841192271,-1.940158628448471,-2.018036928662596,-3.509478962214839,-3.9503986102176185,-1.896754733895718,-3.6834418600741032,-2.437844947668112,-3.1554357531405124
summer,-1.881263587301107,8.084390332911436,-1.9230049538533576,-2.018823766487256,-3.5725775086217126,-4.079873970056467,-1.8637219252164823,-3.787717382114613,-2.7202729205071283,-3.1981630075726795
autumn,-1.7993972437108372,7.595776783572576,-1.934444120932512,-1.9971894920380344,-3.715215673999555,-4.117090023123479,-1.7842992572564589,-3.748477117854583,-2.5970308580877055,-3.130183042823193
winter,-1.749242077811836,6.679745879261117,-1.7036628184276028,-2.0549052394716587,-3.6021754311834773,-4.024864447776113,-1.7531641742955544,-3.738945471764372,-2.591204032192599,-2.7663393902708817
spring,-1.7134189101950201,6.983785178015202,-1.7762080237122075,-1.9244733413902373,-3.721863553478451,-3.996771066995677,-1.7259223225131015,-3.725266119199276,-2.489101720708699,-3.0305652832562897
summer,-1.5956150373965827,7.265605737113045,-1.552898275868957,-1.988226934833131,-3.752647937119636,-3.971813472366918,-1.8279239457212595,-3.670106572588983,-2.718533474610601,-2.9701364407511126
autumn,-1.5580648861246391,7.278339167113932,-1.5927167460188596,-1.8595612719686303,-3.8623761552773783,-4.021731897000973,-1.6555219014289937,-3.7077857667374645,-2.598967521399901,-2.9027052224741823
winter,-1.5716382708330794,6.863236068373904,-1.8834612893162237,-1.730788002145924,-3.9194785255062863,-3.9921651198878223,-1.7603346636341777,-3.7229083107990033,-2.59945168722795,-2.901559520441984
spring,-1.440730564047075,7.386700180544031,-1.6323168108136423,-1.881600033026932,-3.874848711770591,-3.9378644407437062,-1.7179928661393589,-3.6187757971658114,-2.597161042185577,-2.792862698109449
summer,-1.578381138710239,8.173524342917647,-1.661216340881687,-1.8492127664950928,-3.9011782894295135,-3.7846547059801727,-1.7166712900770686,-3.6410110082185705,-2.618772906480953,-2.994308156122354
autumn,-1.3404796518733364,7.697981376033243,-1.4944704087094247,-1.703326339799879,-3.931815034130643,-4.207455808351195,-1.6535440111615145,-3.458295270198317,-2.5847272022413406,-2.853999452109619
winter,-1.4919961868366562,7.885606256188291,-1.6245915322091378,-1.769252527403898,-4.018616012170443,-4.035481252607722,-1.6847103523771063,-3.4060575324190694,-2.5797508069807358,-2.739201481047889
spring,-1.4816563380456786,7.997912311991154,-1.55936021762586,-1.882189317606371,-3.979102394732749,-3.916747450118147,-1.7068051858861282,-3.4317880056663825,-2.578934241412307,-2.862895922605751
summer,-1.5217426932238034,8.488176185258798,-1.5884040423533388,-1.82724326601965,-3.967105150027538,-3.897894538390743,-1.6871328829590226,-3.4901078423579754,-2.5142592491729285,-2.923885288856277
autumn,-1.5287513087195532,8.591713328199269,-1.516724125907987,-1.828836083273208,-3.948019456066286,-3.8618976153372553,-1.816375800294008,-3.4905360569959267,-2.5669900604368716,-2.9619794885762563
winter,-1.5095991780872116,7.085832154123506,-1.573389685176995,-1.856766691904593,-3.9627005276653486,-3.9421391768231056,-1.6712090981948169,-3.496669127548152,-2.563442632075978,-2.684763701742391
spring,-1.7213350502939475,8.016080171262299,-1.689075985962278,-1.9011191356545103,-3.870360877888311,-3.998675027661659,-1.790449841880689,-3.5600284338267536,-2.5796937590706857,-2.867964510046358
summer,-1.5354138717589765,7.578348542338157,-1.6410130589302465,-1.9099134272040497,-3.9211172674480337,-3.953756683912089,-1.7684550186537145,-3.660298563785666,-2.577278802377046,-2.85429184047465
autumn,-1.750083218102233,7.843925025154253,-1.6080305735670264,-1.8585884177417027,-4.034582535324082,-3.974098340103602,-1.736338799257424,-3.7226750497523673,-2.592511570021749,-2.919970818022826
winter,-1.553376617558738,8.473080248406383,-1.8704539406138545,-1.8055234096158144,-3.7698425587983264,-3.9927984608979927,-1.7881487584610931,-3.6281243906808016,-2.677257568948982,-2.929421048705442
spring,-1.828125712188222,8.144471423882106,-1.7380699594632485,-1.8999698434555263,-3.5676028482229185,-4.068177061347684,-1.8895299495289468,-3.7196326177491863,-2.59040659722093,-3.023156266972621
summer,-1.6865955505213894,8.580115340415492,-1.7467255137948867,-1.8493717587980405,-3.441559272819142,-4.019944475539819,-1.8484197257091437,-3.766332981574661,-2.636134732651018,-3.090031931427038
autumn,-1.833165394221292,6.78844250681219,-1.8291856003917226,-2.07530291171904,-3.5909745822204493,-4.051933004295799,-1.8447194262870485,-3.858064285071913,-2.6089269590282425,-3.065768272252212
winter,-1.988469656782744,7.892564099025002,-1.8731206839111971,-1.9947202163111584,-3.5027000764711693,-4.428215164977334,-2.05962610264454,-3.88860498337762,-2.737810381910996,-3.135003541951398
spring,-1.9062845878891927,7.752511937539586,-1.895869452080085,-2.169065345791327,-3.62631137743324,-4.128959110781039,-1.8888342985338573,-3.886930980605077,-2.6687512490491807,-3.246831866519112
summer,-1.9282544383808808,5.77003442776485,-2.1387129310001227,-2.238545623241702,-3.4411450880424246,-3.751338416423122,-1.746253222121143,-3.87969553540184,-2.631561280080792,-3.1984894955963448
autumn,-1.989854651182444,9.739292808354406,-1.9374461036917032,-1.925262621556659,-3.149527866948862,-4.0919825476962846,-1.876980064547974,-3.9403029640069063,-2.6604728837782075,-3.4548118658319646
winter,-2.0895267119473773,8.428365264486676,-2.007825372307714,-2.0196540744434426,-3.3371536750478565,-4.09946704200413,-1.9444573649123225,-3.800723035985284,-2.6856722200022567,-3.2546479260622063
spring,-2.02045341445505,8.131896660870456,-1.8984037590650409,-2.017719152029503,-3.4397887653562496,-4.019193266880774,-1.8372213955504335,-4.016909517191419,-2.699906231779696,-3.264945940875442
summer,-2.186201024856477,8.864787991174117,-2.0064397134428553,-1.9546622897415185,-3.292117371493923,-4.016902869483382,-1.8177486417864728,-3.892429873854599,-2.615881200820338,-3.341872022847334
autumn,-2.105251926502065,7.496007390701391,-2.0435884803438924,-1.8356683500182904,-3.345915914383356,-4.062528745165606,-2.0194460177982307,-3.879501659109629,-2.785322312596587,-3.150878763627084
winter,-2.0916120107458323,8.37327221523144,-2.0126616342486585,-1.98117575941358,-3.378647255622438,-4.024219217499293,-1.9561385306513575,-3.992649364666388,-2.711857491499215,-3.2070896456440465
spring,-2.2538637458252078,9.594877546121772,-1.947173695818604,-1.9302813401066399,-3.4640639143286425,-4.115216726396692,-2.043355365641044,-3.737227040620725,-2.409536742655781,-3.211942228972854
summer,-2.1440181348519496,7.867667682789107,-1.943039906258033,-1.8621811493303075,-3.3928438931246,-4.070719546198685,-1.9954869305762823,-4.167867521224515,-2.552164957258736,-3.2013414865923364
autumn,-2.0187339046622146,8.229302970476553,-1.7789086815531414,-1.8144974547389376,-3.4149348802525816,-3.921227706278765,-2.0746023982196404,-3.9363349955918636,-2.647222399234327,-3.094924771870365
winter,-2.1557910192659744,8.5155379553502,-1.900875852826808,-1.8143485626257543,-3.4932034238038687,-4.104685315864615,-2.025001986871428,-3.931264350799193,-2.579911436359764,-3.1788245332699003
spring,-2.196673312105876,7.345984673271644,-1.9632350406894856,-1.693495987722198,-3.497892096051063,-3.97075177798743,-2.0321155730658025,-3.887503212671413,-2.5049933042375767,-3.171758255176364
summer,-2.02934309626898,7.929153854464353,-1.85633780682468,-1.5841821418426114,-3.5101304983573978,-3.999396584647603,-2.137509013360916,-3.958331820051186,-2.626322910072873,-3.1617122617272413
autumn,-2.0405221931388184,8.368645551674138,-1.804774204395053,-1.834626105226005,-3.724414368745619,-3.9809389601678493,-2.0968219826501158,-4.216370294479938,-2.442886810669589,-3.145589958562025
winter,-2.168189376600919,8.81623911841087,-1.5620074861729925,-1.6612295213334203,-3.5936629999290175,-3.929598576908517,-2.153856240508241,-4.169735193369332,-2.2769078734119668,-3.151805745759173
spring,-2.092694244092019,9.375654738071203,-1.6366899368746428,-1.4992205201198756,-3.537494328166655,-3.9565682869755516,-1.9937786621346256,-4.021190734246548,-2.337113597532942,-3.1398060277737585
summer,-2.0574153436982754,8.69229324799549,-1.6660018793158706,-1.8254637032653167,-3.638326094683332,-3.959973799320168,-2.142266660364006,-3.980062530186029,-2.3692950508521604,-3.120729970766255
autumn,-1.925496991144954,8.844921126701717,-1.5286138617980578,-1.3772696285321815,-3.754180189695186,-3.8987500228217433,-2.3293674031661302,-4.053493014805736,-2.3243898613136627,-3.132219495053254
winter,-2.088246160943964,8.971772977356883,-1.568436875680151,-1.41709556952435,-3.7703433854274433,-3.88048656749415,-2.165456192095719,-3.915141354721388,-2.2924916013670944,-3.0948265073719976
spring,-2.0131733672684216,8.962596892490817,-1.8044440832027089,-1.534985835000713,-3.5981609547293245,-3.685896538258121,-2.1929925791871976,-4.140242031828553,-2.378623090095848,-3.1138830855580637
summer,-1.900554578549549,8.966763728211696,-1.6276225351598061,-1.3250459146284603,-3.696947772806848,-3.802217801773072,-2.2080119943055942,-3.9317089648083625,-2.14151274531947,-3.088513817905452
autumn,-1.9842506419643053,8.928342372328794,-1.570615975802242,-1.5427365663338186,-3.7852812629134878,-3.930400946401882,-2.2429805463623502,-3.919323327307304,-2.219598991043613,-3.055891343621484
winter,-2.014632885181767,8.889767528312236,-1.570221510731411,-1.3562739488244084,-3.805930252249022,-3.78820001428841,-2.3190745630571112,-3.956249908897811,-2.3763549715229195,-3.009971265433842
spring,-1.8835421720198293,9.400655752396478,-1.5599178041525403,-1.3462843251551766,-3.863061223890841,-3.9243553409010463,-2.2722194259682347,-4.030293129243959,-2.261472309172513,-3.0920750575332674
summer,-1.9633998686971772,8.779903538782659,-1.402523630222575,-1.388900036685437,-4.028994050931286,-3.8463030609328857,-2.307456348744481,-3.965847335621205,-2.209269951928471,-3.186278584145888
autumn,-1.6629212631131791,8.108473447088755,-1.4476859643209845,-1.391306454339807,-3.898723115043925,-3.778342092294612,-2.3980374469289205,-3.966571868817914,-2.2228213932502716,-2.9145210220755766
winter,-1.6458625993644067,8.944246394138917,-1.4963109296280557,-1.3428201140801783,-4.054361568001896,-3.714526426662605,-2.3315739597812524,-4.0053627160710565,-2.233071791959081,-3.0507114822971433
spring,-1.8446772898438468,8.221075549001743,-1.5526378359937958,-1.359947415392418,-3.9779220043713344,-3.9927009069688895,-2.404414115844676,-3.922354795766145,-2.0474107425838413,-3.060896536512969
summer,-1.9262004144189475,9.162815764212215,-1.3512570777998785,-1.4021827739072144,-4.04585700260416,-3.8426353828105166,-2.457197239016895,-3.966159335368554,-2.197488494561724,-3.0188709639990523
autumn,-1.8158780461064061,7.850584152460353,-1.3860378570050509,-1.3034287400651938,-4.01372458774917,-3.814293932806897,-2.162618578908445,-3.945035714426447,-2.281101383296469,-2.9853894399696856
winter,-1.9861374214495424,8.647015866915485,-1.536467650009388,-1.33067223625265,-3.940732482378064,-3.8332371310929023,-2.412278077060154,-3.9770705418210768,-2.192528031818448,-2.9994565995159372
spring,-1.9109311194988232,8.384328178768687,-1.2995009513179616,-1.4298631747277268,-3.8350929014196455,-3.832491132084148,-2.3344490969873037,-3.991783581508555,-2.196216167095486,-2.881947194963687
summer,-1.829469288448513,9.933313032035535,-1.4770863867372288,-1.581752005083609,-3.8463298911951,-3.724321657011861,-2.320456093215829,-4.031727107785705,-2.2138619752572586,-2.9879064988563218
autumn,-2.0632242567256847,8.032747997790946,-1.496195928860536,-1.418332071032123,-3.756901279183428,-3.803249382417796,-2.293107864055616,-4.043485972610505,-2.1115421252466198,-2.9989239793530875
winter,-1.9956076441542419,8.126344448529425,-1.4788791579023703,-1.455633671886758,-3.870782120484154,-3.816999531480175,-2.235737474106348,-4.074276906101639,-2.2525426824463497,-2.9138539390258478
spring,-2.003639036713848,8.52740009174514,-1.810375626388723,-1.4806259590135795,-3.8519934962937072,-3.831479496260832,-2.2355717971808673,-4.1224379021544815,-2.192323893525169,-3.116903375166954
summer,-2.0113708963028287,8.732685775039236,-1.4850238726630305,-1.517548872337681,-3.69963793379567,-4.068435381196616,-2.219092247213128,-4.192860987966763,-2.3313562043043468,-3.0538213777309284
autumn,-2.18024474208904,7.781297555801684,-1.8387155938467796,-1.545123767562832,-3.6895194900724135,-3.9159607688989198,-2.2320056757988,-4.160572248864389,-2.400292257380576,-3.0919187607132605
winter,-2.07584091940079,8.701083654250466,-1.6359364822431364,-1.5881283392210919,-3.601313971006003,-3.9079690190029823,-1.997674578921309,-4.099131023602896,-2.4832467514887857,-3.1123380033622325
